,id,guest_id,rating,review,is_anonymous,reservation_id,scores_accuracy,scores_check_in,scores_cleanliness,scores_communication,scores_location,scores_value
4260,4251,4276,9,"The listing description was very accurate and Sam was really helpful and available whenever needed. The place is comfortable, clean and cosy. Its very conveniently located near the CBD and all the attractions can be accessed easily. Also there are a lot of bars & restaurants around the house which makes the surroundings very lively. Loved my stay there! ",FALSE,9,9,9,9,9,9,9
4261,4252,4277,8,"Central, convenient studio with everything you could need.
Surrounded by shops, bars and restaurants, Coles down the street.
A few minutes from Kings Cross station, 20 minutes walk to the city centre.
Fast, free wifi, washer/dryer, fridge/freezer, full cooker and microwave.
Comfortable bed, great shower and constant hot water.
Fairly quiet, despite being on Victoria St - it's at the back of the building and up 2 flights of stairs.",FALSE,8,8,8,8,8,8,8
4262,4253,4278,8,"We are very unlucky, there are two problems in your host when we arrived.After you fix it in next dayI don't know why you don't fix it before we come.It let us have some inconvenience and unhappy experience.Btw it has the best location , nice kitchen and bathroom.",FALSE,8,8,8,8,8,8,8
4263,4254,4279,8,"とても快適にｽﾃｲできました｡
必要なものは凡そ全て整っており､清潔でした｡室内はｾﾝｽよく､畳&ふとんも快適でした｡
ﾏﾝﾘｰﾋﾞｰﾁまでは歩くと15分〜20分です｡坂を越えていくので､軽装であれば問題なく歩けますが､子連れや重い荷物を持ってると少ししんどいと思います｡我が家は子供と海遊び道具をたくさん持っていたので結局車でﾋﾞｰﾁまで行っていました｡
鍵の受渡しやﾎｽﾄとの連絡等においても全く問題なく､お勧めできます｡",FALSE,8,8,8,8,8,8,8
4264,4255,4280,8,"I highly recommend this lovely house. We were a family of 5 (kids of 11, 7 and 3 yo) and everything went very well. Reasonable walking distance to the beach or Manly ferry (did it everyday with the kids and was not a pain). Very nice swimming centre across the street. Harris farm market easy by walk. We were initially looking for something closer to the beach, but much smaller and basic for the same price, and didn't regret to go with Marie and Olivier's house. Olivier was a great host. We felt the careful attention, even before our arrival, with some validations he did by email to align the house with our preferences. Communication was good and efficient all way through.",FALSE,8,8,8,8,8,8,8
4265,4256,4281,9,"I gave this host&house 5 star rating for a reason. Everything from the beginning till the end was excellent :))

The house has an awesome location a few minute walk from the beach, in front of a bus stop, close to a supermarket and all the cafes and shops. Everything as promised ;)

It's next to a main road, but it's in the back of the house, meaning there is no noise at all plus a beautiful view. The sun room is gonna be your best mate in any kind of weather :) 

Facilities are all great and functional. Everything in the house makes you feel welcome and reminds you of your own house. Talk about being cosy!

The house overall is spacious and really clean :) Absolutely nothing to complain about.
I know i've mentioned the sun room already, but it's so amazing during your lazy relaxing days :) The lounge as well!

The one house mate that you'll have was hardly there because of his job, but the time he was there he was sociable and provided a great company. :)

Regarding the host, it's obvious that she's an Aussie with German background. Everything was impeccable, precise and done with a smile. :) You could not picture happier and more hospitable host than Helene.
It was an absolute pleasure dealing with her. She cared so much that even throughout her holiday she messaged us to make sure everything is going well. Absolute delight!

Staying with Helene was the best choice I could've made and i would recommend it to anyone i know.

Thank you Helene for this wonderful experience! :)
Till next time :)",FALSE,9,9,9,9,9,9,9
4266,4257,4282,10,The location is perfect. The bus stop is just steps away. The room is very neat and stylish. Helene is very nice and answers to all the questions. It was a very pleasant stay :),FALSE,10,10,10,10,10,10,10
4267,4261,4286,9,"Beautiful apartment, steps from bus stop, 5 minute walk to the ferry and or Light Rail, and Darling Harbour. Modern apt. with washer/ dryer, dishwasher, very comfortable king size bed, fast wifi, great air conditioning very important during the hot days of our stay. 
Craig, the host was very responsive, friendly and helpful. Allowed us to check in earlier as we had just arrived from Canada and we were jet lagged. 
On the ground floor of the apt. great cafe for both breakfast and lunch. ",FALSE,9,9,9,9,9,9,9
4268,4262,4287,10,"Good location: close to the beach, restaurants and stores, but still in a safe distance from the noisy tourist crowds! ",FALSE,10,10,10,10,10,10,10
4269,4263,4288,9,I got a lovely welcome with chocolates on my bed. Therese was unexpectedly off to Fiji so was trusting and left me the house to share with the others who live there. She offered some Xmas fare and then left. I was comfortable. It's in a pleasant street in a funky part of town - great restaurants along King Street and good for transport.,FALSE,9,9,9,9,9,9,9
4270,4264,4289,10,"Great location, peaceful and hassle free stay with a pleasant hostess; great value",FALSE,10,10,10,10,10,10,10
4271,4265,4290,9,"The location was amazing. Close to King Street and 7-8mins walk to the St. Peters station.  
Therese was really nice and chill out so it was really comfortable for me to stay there for 3 weeks. 
Room, kitchen, bathroom and yard were always tidy and clean!
I had really relaxing days with staying there.",FALSE,9,9,9,9,9,9,9
4272,4266,4291,10,"Beautiful, spacious room in a great neighborhood. Therese was the perfect host and has a lovely home.",FALSE,10,10,10,10,10,10,10
4273,4267,4292,9,"We enjoyed our stay in Belinda's home very much. The place was exactly as described and seen in the photos; with beautiful polished floorboards, stylish decor, a well-equipped kitchen, outdoor seating areas and a very nice overhead shower! 

I was rather impressed by the quick connection into the city via bus; esp. one night when we got caught in rush hour at Wynard and got back to our home in 10 minutes. 

The neighbourhood is quiet and safe; you would not know that you are that close to all the hustle and bustle of Sydney. There is a choice of beautiful restaurants around; I would esp. recommend the Amici for pizza. (See my review here: (Website hidden by Airbnb) There is also an ""About Life"" store, which provides organic as well as being food choices.

All in all a great stay, with good restaurant and food shopping choices nearby, as well as a great bus connection into the CBD, that I would recommend.",FALSE,9,9,9,9,9,9,9
4274,4268,4293,10,"Loved staying in this great home in North Sydney. Perfect for families. Belinda was very friendly with excellent communication and recommendations. Cammeray is a really neat suburb, great health food store /organic deli just 5 mins up the road and nice restaurants etc. Highly recommended. ",FALSE,10,10,10,10,10,10,10
4275,4269,4294,9,"Communication was excellent.  Hoe was immaculately clean.  The location worked well for us, an easy bus ride to the city center and to trains.  I had not stayed in an airbnb where the owner was a full-time resident.  The good news is the home was very well equipped with everything we needed.  Personal possessions such as baby toys, baby gates, and clothing were moved to be out of our direct paths, but were significant.  We would stay here again.",FALSE,9,9,9,9,9,9,9
4276,4270,4295,9,"Lucy and Matt are very nice, they answer quickly and are flexible with hours. 

Their unit is very clean, well-decorated and welcomming, we felt like home as soon as we entered! It's well located, just next to the amazing Centennial Park and not too far from the CBD (my friend and I actually did almost everything on foot, the best way to discover Sydney !). 

We highly recommend this place if like us you want a nice and quiet place to feel like real Sydneysiders. ",FALSE,9,9,9,9,9,9,9
4277,4271,4296,9,We had a great (Email hidden by Airbnb) munication bevor the stay was super nice and helpful. As Freya was away we only met her mom who was our lovely and welcoming host for our stay in Sydney. She was very helpful and made it easy for us to feel at home. The room is just as beautiful as you can see on the pictures. Bathroom and rest of the appartment is nice and clean. Clovelly is a bit off from the CBD but very close to the beaches. All together we had a great time over new years. Thank you Debbie for your hospitality! Hope to see you again one Day!!!!!,FALSE,9,9,9,9,9,9,9
4278,4272,4297,10,Lovely room in an awesome area close to the beach.  There is also a bus stop right across the road for easy access to the city.,FALSE,10,10,10,10,10,10,10
4279,4273,4298,9,"I loved the house and the neighbourhood.
Maureen left a folder with good information and a nice bottle of wine.
I highly  recommend this host and house.
Meryan McRobert
",FALSE,9,9,9,9,9,9,9
4280,4274,4299,9,"We had so much fun this house and Sydney! Such a nice house. So comfortable and close to the city, supermarket, restaurant and cafe! We would love to come back again. Thank you so much!!",FALSE,9,9,9,9,9,9,9
4281,4275,4300,9,"Ren and Nick are an amazing host! Made me feel like I was still in Melbourne. What is even more amazing is their cutie little daughter. It was a very private and quiet stay. Clean bathroom, one of the best beds, aircon. Private balcony with chirping birds. It was a great stay!",FALSE,9,9,9,9,9,9,9
4282,4276,4301,9,This was our first AirBnB experience and it was great!  Ren and Nick were more than receptive and helpful to our stay. She even gave us her bus pass to get down to the beach!  room was more than adequate with bathroom in suite...fabulous!  ,FALSE,9,9,9,9,9,9,9
4283,4277,4302,9,"Its our first Airbnb booking and Rene and Nick were very quick to respond to all our queries and gave clear instructions on how to find their home.  Our stay was more than comfortable, and it was nice to have our own ensuite in a big roomy bedroom at the back.  I was extremely touched by Rene leaving out a pregnancy pillow for me to try.  Lovely quite home, warm and welcoming family.  Breakfast was laid out in the morning so we made ourselves at home.  Nick and Rene, thank you for a lovely stay!",FALSE,9,9,9,9,9,9,9
4284,4278,4303,9,Nice house in a quiet neighbourhood not far from the beach. Great kitchen connected to the living room. Our kids enjoyed the kids rooms and had a great time playing in the house. ,FALSE,9,9,9,9,9,9,9
4285,4279,4304,10,"Nice house, good location in Coogee with about a 20 minute walk to the beach.  Nice backyard/deck area. Good communication with hosts. Thanks Kim and Ryan!",FALSE,10,10,10,10,10,10,10
4286,4280,4305,10,Spacious and clean room. Good shower. 8 min walking to Pitt water. ,FALSE,10,10,10,10,10,10,10
4287,4281,4306,9,Super comfy room in an amazing house! Use of all the facilities and both Rochelle and Andrew were lovely and helpful. Cutest little boys who were so friendly as well! Will be back :),FALSE,9,9,9,9,9,9,9
4288,4284,4309,10,"Basically Perfect. The Apartment was surprisingly large, exceptionally well-presented and a supremely pleasant place to stay for two nights. Good Kitchen, Great bathrooms (awesome showers), classy bedrooms. 5 min walk from Newtown, 30 secs amble from Eveliegh Markets, 2 mins from Redfern Train station. Toys for kids. Winning in every respect. This was my wife's first exxperience of AirBnB and this apartment's quality means she has completely bought in.",FALSE,10,10,10,10,10,10,10
4289,4285,4310,10,"Michael's place is located in one of best areas in Sydney, close to kings cross station, convenient to travel to Bondi Beach and walking to Opera could be a wonderful choice.
I highly recommend his place to all travellers. Trust me you won't regret it.",FALSE,10,10,10,10,10,10,10
4290,4286,4311,8,Buena ubicación pero pero feo aspecto,FALSE,8,8,8,8,8,8,8
4291,4287,4312,8,The host canceled this reservation the day before arrival. This is an automated posting.,FALSE,8,8,8,8,8,8,8
4292,4288,4313,10,"Great location, close to the beach and public transport. Everything as described. Used the couch as a bed in the second room and worked perfectly. Had a great time!!",FALSE,10,10,10,10,10,10,10
4293,4289,4314,10,"Great place to stay! Exactly as in pictures, great location and Andy and Kate were great in communication and response! Would def recommend staying here! ",FALSE,10,10,10,10,10,10,10
4294,4290,4315,10,A very kindly host and a very lovely house. The location of the house is wonderful in Manly. Thanks Jacqueline and your family. I really hope to visit to your house again. It is fantastic.,FALSE,10,10,10,10,10,10,10
4295,4291,4316,9,Thank you for a lovely stay. Our crew enjoyed the many rooms and spaces. Such a beautiful house and we appreciated the smooth transition into the space and your kind support. Thank you! ,FALSE,9,9,9,9,9,9,9
4296,4292,4317,10,Location is perfect if you prefer Manly beach in walking distance. It will be bit challenge if you travel with elderly and don’t have a car to get up to the hill.,FALSE,10,10,10,10,10,10,10
4297,4293,4318,9,"Sunday lives in a beautiful part of N Sydney- very green and beautiful. Her flat is spacious and tastefully furnished. The room comes with a dedicated bathroom. She was a warm host, made us feel really welcome and we felt at home. ",FALSE,9,9,9,9,9,9,9
4298,4294,4319,9,"Arriving Sunday’s place in Cremorne after a long journey was like coming home. We found a spacious room with our private bathroom in a lovely apartment located in a quiet and green neighbourhood, just like described in the offer. We loved and enjoyed the breakfast: yummy muesli on the balcony while looking in the garden, watching and listening the parrots. Holiday!!!
This wonderful spot is a perfect starting point to explore the city. After a 15 min relaxing walk along the reserve “bush walk” with spectacular views you can catch the ferry to Sydney centre...
Sunday's place is highly recommended and Sunday is a lovely, warm host. Thanks for everything!!!",FALSE,9,9,9,9,9,9,9
4299,4295,4320,9,"This was only the 2nd time I booked thru air bnb. The apartment is lovely - its spacious and bright and airy. I enjoyed having my morning cup of tea and b'fast in the balcony overlooking the large backyard with the sound of birds....lots more to recommend - the location, the scenic walk to the ferry walk and most of us - the hosts. Air bnb is about the hosts and Sunday is great. She went the extra mile and was always willing to chat and help...Would love to be back again. ",FALSE,9,9,9,9,9,9,9
4300,4296,4321,9,"I don't think I'll ever stay in a hotel again on when I'm away on business. This experience was so good. Sunday really cares. She made sure I knew my way around, could email and print, she even rescued me when a taxi didn't turn up by giving me a lift to town. The place is 10 minutes from the main business hub in North Sydney. 

When I wasn't working I was in her lovely home in an amazing location. A run every morning along the coastal path with wildlife chirping away was a brilliant start to the day. 

I was totally at ease here. 

Yep if I'm ever near here again I will stay here.  ",FALSE,9,9,9,9,9,9,9
4301,4297,4322,8,"They are very accommodating and hospitable, despite our late arrival. It was cosy and clean, that made it really comfortable for us three. He was so helpful with providing information about things to do and how to get around for us who are there for the first. Thank you for being so on-the-ball and helpful throughout the stay. ",FALSE,8,8,8,8,8,8,8
4302,4298,4323,9,It was nice place to stay. The host is really friendly. Highly recommend to everyone.,FALSE,9,9,9,9,9,9,9
4303,4299,4324,9,"Lynn and Paul are really lovely hosts, very supportive and friendly, but also give you your own space.  Their accomodation is quiet, clean and welcoming with lovely spots to sit on the patio and enjoy their garden and surrounds.  I am very happy to recommend them to other bnb guests.",FALSE,9,9,9,9,9,9,9
4304,4300,4325,10,"Lisa's place was the perfect fit for our trip to Sydney. Nice and clean apartment in a good neighbourhood close to public transport. Lisa is a great host, thank you for having us.",FALSE,10,10,10,10,10,10,10
4305,4301,4326,8,"Very clean and stylish apartment minutes away from CBD. We stayed during the Australia Day weekend and we were lucky enough to view the fireworks from the Anzac Bridge and the Opera House from the unit's balcony. 

Lisa replies very quickly to all of my messages, and her home has all you need. Will definitely stay again!",FALSE,8,8,8,8,8,8,8
4306,4302,4327,9,Cute stylish little apartment. Great balcony with views of the city. Would definitely stay again,FALSE,9,9,9,9,9,9,9
4307,4303,4328,8,"Before I went to Australia, Roland sent me an e-mail about 'how to enter his house and other something else', and he left his friend's phone number for any direct issues, because he was not in his home. So I could easily enter his house and feel comfortable.
His house is really near the main station, Central station, so anybody can't miss it.
It was awesome to stay at his house!",FALSE,8,8,8,8,8,8,8
4308,4304,4329,9,"Our stay was wonderful! Roland was out of town, but I can't say enough about how warm and welcoming Sebastian was! Roland was very accessible via email, and Sebastian was ready and willing to help in every way while we were in town. The place was very clean, a large apartment, cool and the bed was very comfortable. The location of the apartment couldn't be better to get around town.",FALSE,9,9,9,9,9,9,9
4309,4305,4330,8,The host canceled this reservation 151 days before arrival. This is an automated posting.,FALSE,8,8,8,8,8,8,8
4310,4306,4331,9,The place was very clean and nice and in a good spot. Daniel went above and beyond to look after me while I stayed with him. Would 100% recommend to stay here. I want to stay here everytime I head to Sydney now! ,FALSE,9,9,9,9,9,9,9
4311,4307,4332,9,"It was our first visit to Sydney, we felt really lucky that we found Daniel's studio as our temporary home for 12 days.  The studio is located is a beautiful and quiet neighborhood, within walking distance to a variety of local iconic eateries, bars, and shops.  Daniel was an amazing host!  He made us feel welcomed and relaxed throughout our entire stay.  We highly recommend Daniel as he is the Best!",FALSE,9,9,9,9,9,9,9
4312,4308,4333,9,"Daniel's place was perfect for our stay. A beautifully designed and fitted out little studio, super central to Redfern, Surry Hills but very peaceful and quiet. Daniel was a perfect host. Thanks for a great stay!  ",FALSE,9,9,9,9,9,9,9
4313,4309,4334,9,Extremely well designed and quiet home with a wonderful host. Well equipped and very clean. This great home gave us a real insight into the real newfoundland way of life. Highly recommended to anyone looking for charm and quiet.,FALSE,9,9,9,9,9,9,9
4314,4310,4335,9,"If you want to visit Sydney but also want to have the luxury of waking up near the beach, Olivia's place is the perfect option! Her two story, two bedroom Bondi home was an easy five minute walk to the beach and delicious restaurants. My family is vegetarian and we were concerned that Bondi would not have a lot of vegetarian options, but before the trip, Olivia recommended multiple places where we could eat and even sent me a link to a blog describing all the amazing vegetarian options in Sydney. Bondi has some incredible food! As for Olivia's house, we absolutely loved it! It had such a homely vibe to it! My parents stayed in the master bedroom upstairs which opens up to a lovely balcony. There is also an upstairs bathroom. We spent most of our time in the living room which was perfect for relaxing after a long day of walking around! The downstairs bedroom was where my brother and I slept. It had a bunk bed which surprisingly fit my brother who is 6'1! There was ample closet space for us to unpack and an AC in the room if it ever got too hot. Thankfully, the downstairs portion of the house was very well ventilated and provided for cool summer nights! There is also a spacious downstairs bathroom where Olivia left us beach towels! Since we were in an air bnb we decided to cook at home and Olivia's kitchen was perfect for that as well! Her kitchen opens up to a backyard with a magnificent vegetable garden. Olivia was gracious enough to let us use her garden. We love spicy food so we tried some of her chilis which were delicious! Also, the grocery store was only a 10 minute walk away! In terms of transportation, you can either take the bus, metro, taxi, or uber into the city which only takes 15-20 minutes tops and is inexpensive. Since I was with my family, the cost of an uber was the same as taking the train into the city but was much more convenient so we ubered around more than anything else. We tried taking the train in once, and the main stop into Syndey was only three train stops away from Bondi Junction (we chose to uber to Bondi Junction). Olivia was a great host and answered all of my questions before the trip. She recommended things to do within the city and around Bondi which kept my family and I busy for the 6 days we were there. Even during the trip, if we had any questions or concerns, Olivia was a message away and always replied back within a few hours! Even Olivia's neighbor, Barbara would check in on us and even gave us pamphlets on attractions throughout the city. Just from getting to known Barbara and walking around the neighborhood, we could tell that the neighborhood was safe and very friendly. We visited during New Year's Eve and were concerned...",FALSE,9,9,9,9,9,9,9
4315,4311,4336,8,The reservation was canceled 52 days before arrival. This is an automated posting.,FALSE,8,8,8,8,8,8,8
4316,4312,4337,10,"Stylish apartment, spacious, excellent location - easy access to the city.  Gorgeous outdoor area and TV's everywhere! The hosts were so friendly and very hospitable.",FALSE,10,10,10,10,10,10,10
4317,4313,4338,9,The accommodation was fantastic with even better hosts. They couldn’t do enough for us! The place was clean and tidy along with being well equipped and homely and placed in a great location. Would highly recommend.,FALSE,9,9,9,9,9,9,9
4318,4314,4339,9,"Teresa is a great host, her house was very beautiful and well suited for us with three bed rooms, a large living room, great kitchen and an inner garden with BBQ. She was very helpful with giving us advice on how to spend New Years in Sydney and borrowing out stuff like picnic kit and blankets. She also welcomed us with a bottle of Australian vintage sparkling wine which we very much enjoyed.",FALSE,9,9,9,9,9,9,9
4319,4315,4340,8,The host canceled this reservation 47 days before arrival. This is an automated posting.,FALSE,8,8,8,8,8,8,8
4320,4316,4341,10,"Dont think you can ask for more from the host and the accommodation. No excuses here. If you are creative you can make almost anything with the kitchenette. Perfect location
. All the privacy you need and conversation (mostly by text) but the host is always happy to pop in. 
Bed is comfortable and all the netflix ypu can have at your leisure. Go for it!",FALSE,10,10,10,10,10,10,10
4321,4317,4342,9,"Michele immediately responded to our request to stay at her place. Her place is very clean, comfortable and safe. The location is quite and relaxing, but also a few streets away busy with restaurants and plenty of coffee shops. Michele made us feel welcome. Thank you, Michele.",FALSE,9,9,9,9,9,9,9
4322,4318,4343,10,"호스트 미쉘은 엄청 친절하고 연락도 잘되는 호스트에요! 연말 연시라 걱정되는 것도 많았는데 잘챙겨주고 배려도 많이 해주었어요 트램에서 조금 걸어야 하지만 집도 깔끔하고 주변에 유명한 곳이나 음식이 많아서 좋았어요! 그리고 간단한 과일이나 잼이 있어서 꺼내 먹을수도 있어요! 시드니에서 즐거운 시간을 보낼수 있게 해주었어요! 숙소를 찾는다면 여길 추천할께요!!

Michelle is a very friendly and good host! We are many worries about the holiday season, but I felt good about taking care of us. I had a little walking from Newtown station, but it was nice house, and a lot of famous places. We have a great time in Sydney! If you find accommodations, I recommend you here!
",FALSE,10,10,10,10,10,10,10
4323,4319,4344,9,"Renee is a great host. Even though we didn't meet her, she was really helpful in arranging our trip and making our arrival to her place easy and pleasant, providing not only many tips on the neighborhood but even the breakfast ready for Christmas Day. The flat is superbly located in a charming residential area, very close to the city centre, well connected by bus and train. The house is lovely and full of light in the morning. We would definitely recommend staying at Renee´s!! ",FALSE,9,9,9,9,9,9,9
4324,4320,4345,10,Great view great condition of house and very clean.,FALSE,10,10,10,10,10,10,10
4325,4321,4346,10,"Very nice, cosy and stylish place. Comfortable stay and lots of things to do around. I was mostly on my own so I felt very nice. A nice walk to the Bondi beach, and to the ferry towards the city centre. Perfect if you wish to grasp the best of both worlds. Highly recommended!",FALSE,10,10,10,10,10,10,10
4326,4322,4347,9,Jonathan was a wonderful host and his home was exactly what he described.  The location of the apartment was perfect and only a couple minutes walk to the beach!  Jonathan and his girlfriend were absolutely lovely and were there to help us with anything.   We did have some trouble getting the washing machine started and when we called them they were more than happy to help us!  Thank you so much!!,FALSE,9,9,9,9,9,9,9
4327,4323,4348,10,Very nice Location to stay in Sydney !!  You can relax not far away from Sydney City. Bem and her familiy were very friendly and we enjoy our time in their House ! Really nice !! ,FALSE,10,10,10,10,10,10,10
4328,4591,4616,8,I had an excellent experience at this place! Our property manager was nice and very helpful in organising items that were left behind to be sent back. Neighbours were very friendly and the description of the property was accurate! ,FALSE,8,8,8,8,8,8,8
4329,4324,4349,8,"Bem und Jan waren wundervolle Gastgeber! Das Haus befindet sich in einer chicen Nachbarschaft in Paddington. Unser Auto konnten wir gut in der Nähe Parken und Kings Cross und andere Teile der Innenstadt waren gut zu Fuß oder mit dem Bus erreichbar. Auch Supermärkte waren in Laufdistanz zu erreichen.
Die Wohnung der sympathischen Gastgeber ist liebevoll eingerichtet und wir durften jederzeit die Küche, die Waschmaschiene und die Wohnräume nutzen. 
Jan ist ein ausgezeichneter Koch und die gemeinsamen Mahlzeiten waren stets mit spannenden Geschichten aus Bems und Jans Reisen gewürzt. Wir hatten dank ihnen eine wundervolle Zeit in Sydney und würden jederzeit wiederkommen! ",FALSE,8,8,8,8,8,8,8
4330,4325,4350,9,Loved staying here. The house was beautiful and the area fantastic. Less than a 15min walk to Kings Cross Station and about 5-10min walk to restaurants and cafes. Would definitely love to stay here again on my next trip to Sydney.,FALSE,9,9,9,9,9,9,9
4331,4326,4351,8,"Staying with Bem and Jan and their 3 boys was extraordinary! This was my first time Airbnb-ing and I don't think I could have found a better place to stay. The family made me feel right at home - generously sharing delicious meals everyday, bringing me out around town, sharing hilarious/captivating stories, dropping knowledge on the regular, always greeting me with a smile and asking me how my day was, helping me out with anything I needed... they're just great! I also became friends with their oldest son and will surely be hanging out with him regularly while I stay in Sydney for the next few months.
Their home itself was really cozy, laid back and clean. They have a huge living room to lounge in, cute little garden out back, 2 cute parrots, and the bedroom was super comfortable to chill or work on stuff (a bed, dresser, couch and desk!)
I was also looking for a place to stay near UNSW COFA campus so I could familiarize myself with the area before school starts, and Bem and Jan's home was perfectly located in Paddington to do just that (and also to get downtown!). 
6/5 stars! ;)",FALSE,8,8,8,8,8,8,8
4332,4327,4352,8,"The apartment was stunning. There's beautiful light, plenty to use in the kitchen, and lots of room. There's a great bakery nearby, two restaurants across the street, and a grocery store a few minutes away. Despite the restaurants the area has a very neighborhood feel and was relatively quiet during the week. The apartment is also about 35 minute's walk from downtown / CBD area. As a host Jasmine was wonderful. She was extremely accommodating and directed me to all of the right places when I initially moved in. I was a relative hands-off guest as I was busy with work, but when I did reach out to Jasmine she was always prompt in getting back to me. ",FALSE,8,8,8,8,8,8,8
4333,4328,4353,9,"The apartment was a great base for 3.5 weeks - the location is perfect, right next to Centennial park, near cafes, bakeries, restaurants, and a short 15 min walk to Central Station. The large windows let a lot of light in (which we loved), but also meant that the place heated up pretty quickly - the Dyson fan in the apartment saved us on many hot nights. The windows also meant that it could get quite noisy on weekends from the bars and restaurants across the street - keep that in mind if you're noise-sensitive. Otherwise, great place to stay, would recommend it to others and would stay again! ",FALSE,9,9,9,9,9,9,9
4334,4329,4354,10,"It was a really pleasant stay at Christinas place. Our two kidz enjoyed the time very much. It is the perfect place for a familiy with kids. 
It is a 5 mintue walk to the puplic transport station, very convenient. 
Thank you Christina. ",FALSE,10,10,10,10,10,10,10
4335,4330,4355,10,A great living space in a convenient location. ,FALSE,10,10,10,10,10,10,10
4336,4331,4356,9,"I absolutely love the suburb of Newtown! Christina and Victor's space was lovely. Lots of natural light and a great open living space which we enjoyed cooking in. The amenities in the kitchen were amazing! :) 

My daughters loved the bunk bed room and playing with the shopkins and other toys. It was a very cozy room and they often were happy staying there and playing. 

There is a parking space in the back for a smaller car, but we had a large vehicle and so had to rely on street parking, which we became good at navigating the best times to find better parking. All part of city living, and it wasn't an issue. 

The only snag we had was with the WiFi, which was too slow to get much done, but they did respond to my concern with this quickly and it was an issue out of their control. 

This is a great location and the street was very peaceful and quiet, considering that the main strip of Newtown was only a couple of blocks away. I wish I had had more time to explore the ins and outs of Newtown and the amazing shops that line King and Enmore Streets.... but alas, until next time! Would definitely stay here again! Thank you guys!",FALSE,9,9,9,9,9,9,9
4337,4332,4357,8,"We really enjoyed our stay in Randwick. The house had everything we wanted and more and is in a fantastic location with everything you need only moments away!  The pictures don't actually do the house any favours as we were very surprised when we arrived to a much bigger house than expected! 
This lovely house made our stay in Sydney  that much better over the Christmas period! Thanks Des!",FALSE,8,8,8,8,8,8,8
4338,4333,4358,10,Great apartment and great host! The apartment was so convenient for bondi. Alex was so helpful throughout! Highly recommended,FALSE,10,10,10,10,10,10,10
4339,4334,4359,10,"Great location, great host! Alexandra sent through lots of helpful information prior to my stay and was very good at communicating when organizing my trip. The apartment is very spacious especially for Bondi. So convenient for transport, the beach and Icebergs. Loved it! ",FALSE,10,10,10,10,10,10,10
4340,4335,4360,10,"Great communication from  Alexandra and lovely welcome message and chocolate!  

Apartment is spacious and very well located for Bondi's attractions",FALSE,10,10,10,10,10,10,10
4341,4336,4361,10,Great location ~ sunny bright vibe ~ recommend it for a Bondi stay! :-) ,FALSE,10,10,10,10,10,10,10
4342,4355,4380,10,"What can I say Regina and Phil's apartment is just perfect, the pictures don't do this place justice the lounge are is huge everything you need great TV,fast WiFi,air con,good size balcony with BBQ, bedroom is very nice plenty of storage balcony can he accessed from the bedroom to. The Kitchen has everything you'd need and more. Basically if you want a place that's in the perfect location,near great bars,shops and transport look no further.",FALSE,10,10,10,10,10,10,10
4343,4356,4381,8,"We loved the place, my daughter mentioned that the back porch (external dining area) looked like a pinterest picture. The living room and kitchen are also very cozy and liveable. Bedrooms were spacious and clean, and the Nespresso machine a must! We had a great time, as the location and the street were also close to a bus stop and the Manly ferry terminal. Lastly, the small shopping centre nearby with grocery stores, restaurants and coffee shops were also very good.",FALSE,8,8,8,8,8,8,8
4344,4337,4362,8,"The only shortcoming is it's a bit far from punchbowl train station (actually it's 15 minutes walking away, which is acceptable), though you will become love go back and forth along the way, for there's a splendid view getting down from the station. Romeo kindly drove me to the station, knowing that I was with a heavy luggage, and he would love to drive me home if I had notified him my arrival the first time I get there.

The room is clean and tidy. I think girls must be in love with the room, because there's a large well-organised wardrobe in the room, with a huge mirrow on it, as large as a whole wall.

Romeo and his uncle John are overwhelmingly hospitable that you're more than welcome to freely use the wifi, the washing machine, the kitchen and the television. From time to time, they invited me to join their meals or shared their food, snack, drink, etc, which made me feel welcoming and pleasant.

On the other side, they respect your privacy. Romeo usually goes for work during the daytime, tends to prefer staying at his room. John, the elder gentleman, would be loving have you watch TV or have meals with him in the living room, or he will leave you in your own room, not interrupting you by acting quietly.

There's a gym, a swimming pool, shopping center, Coles and Woolworth nearby. You can have fun there if you have casual time.

I have to say this place is perfect for me, the hosts are nice and gentle, the sightview is awesome, and most of all, bigger bang for the buck! If I will come back to this area again, I will stay here without any hesitation. Honestly speaking, I feel sad on leaving here.",FALSE,8,8,8,8,8,8,8
4345,4338,4363,8,"Great host, very accommodating, even for late check ins - would recommend!",FALSE,8,8,8,8,8,8,8
4346,4339,4364,9,kind owner and clean lovely room,FALSE,9,9,9,9,9,9,9
4347,4340,4365,8,"Check in went without trouble. The place is quite far from the train stations - at least 15 min to walk which does not help during Sydney's heat. I couldn't reach Romeo when I needed him most: called 3 times and messaged 2 times without any response. Overall, you get what you pay for, it's not the best place to stay but not the worst as well.",FALSE,8,8,8,8,8,8,8
4348,4341,4366,10,The house is very clean and people are nice. Thank you.,FALSE,10,10,10,10,10,10,10
4349,4342,4367,8,Very peaceful. Extremely cooperative. Highly recommended,FALSE,8,8,8,8,8,8,8
